text,target
Online shop URL:https://www.allaccessorybest.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 11 03:53:36 2023 GMT; Domain registration date:2023-05-15 03:35,fraudulent
Online shop URL:https://verkauf-scooter.com; Domain length:19; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:22; Number  of dots (.):1; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Oct 15 12:48:58 2023 GMT; Domain registration date:2023-07-17 10:00,fraudulent
Online shop URL:https://degartenland.com; Domain length:16; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:20; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 21 14:06:42 2023 GMT; Domain registration date:2023-03-25 16:58,fraudulent
Online shop URL:https://magyarviagra.com; Domain length:16; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:20; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 20 02:01:22 2023 GMT; Domain registration date:2022-02-08 08:46,fraudulent
Online shop URL:https://www.suitsuit.com; Domain length:16; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:19; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 28 19:51:04 2023 GMT; Domain registration date:2009-04-15 18:31,legitimate
Online shop URL:https://www.footwear-new.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:E1; SSL certificate expire date:Sep 17 05:43:34 2023 GMT; Domain registration date:2023-04-21 00:00,fraudulent
Online shop URL:https://delozastore.de; Domain length:14; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:18; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 25 07:13:20 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://www.shopladybag.com; Domain length:19; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 19 01:22:30 2023 GMT; Domain registration date:2023-07-21 02:16,fraudulent
Online shop URL:https://mioki.lt; Domain length:8; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:12; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 30 19:59:21 2023 GMT; Domain registration date:2017-08-02 00:00,legitimate
Online shop URL:https://brookseu.vip; Domain length:12; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:16; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Jul 28 23:59:59 2024 GMT; Domain registration date:2023-07-30 00:00,fraudulent
Online shop URL:https://generalautospares.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:25; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 21 17:28:53 2023 GMT; Domain registration date:2023-03-23 15:12,fraudulent
Online shop URL:https://evolvebham.com; Domain length:14; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:18; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 11 02:33:24 2023 GMT; Domain registration date:2014-09-11 00:04,legitimate
Online shop URL:https://hollywoodstyle.cz; Domain length:17; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:21; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 23 19:08:28 2023 GMT; Domain registration date:2011-01-28 14:19,legitimate
Online shop URL:https://www.cozyhometools.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  5 03:09:01 2023 GMT; Domain registration date:2023-07-07 00:00,fraudulent
Online shop URL:https://www.besteonlineapotheke.com; Domain length:27; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:30; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Aug 31 04:28:21 2023 GMT; Domain registration date:2019-10-12 14:06,fraudulent
Online shop URL:https://edfarm.it; Domain length:9; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:13; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 31 08:03:10 2023 GMT; Domain registration date:2019-04-24 19:35,fraudulent
Online shop URL:https://www.existwedding.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Nov 14 00:54:18 2023 GMT; Domain registration date:2023-08-16 01:37,fraudulent
Online shop URL:https://www.handytoolpro.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 11 05:57:34 2023 GMT; Domain registration date:2023-07-13 06:36,fraudulent
Online shop URL:https://www.1rx-pharmacy.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:1; Number  of letters:21; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Oct  5 00:24:14 2023 GMT; Domain registration date:2015-02-06 11:16,fraudulent
Online shop URL:https://www.masaltos.com/es; Domain length:16; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:21; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Extended Validation Secure Server CA; SSL certificate expire date:Oct  8 23:59:59 2023 GMT; Domain registration date:2005-01-26 10:30,legitimate
Online shop URL:https://coco-kick.cc; Domain length:12; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:15; Number  of dots (.):1; Number  of hyphens (-):1; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Jan 26 23:59:59 2024 GMT; Domain registration date:2022-11-19 04:01,fraudulent
Online shop URL:https://www.loveladiesaccessories.com; Domain length:29; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:32; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 15 19:35:46 2023 GMT; Domain registration date:2023-03-21 00:00,fraudulent
Online shop URL:https://gbhxe.site; Domain length:10; Top domain length:4; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:14; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 25 07:32:03 2023 GMT; Domain registration date:2023-07-27 00:00,fraudulent
Online shop URL:https://www.siteusefultool.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 18 05:42:30 2023 GMT; Domain registration date:2023-07-20 06:04,fraudulent
Online shop URL:https://surfbuddiesnew.com; Domain length:18; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:22; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 14 10:50:00 2023 GMT; Domain registration date:2023-05-18 07:16,fraudulent
Online shop URL:https://www.badgepoint.com/de; Domain length:18; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep  3 09:18:54 2023 GMT; Domain registration date:1999-08-06 18:48,legitimate
Online shop URL:https://www.brandtoiletries.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:26; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 14 06:53:37 2023 GMT; Domain registration date:2023-06-16 07:40,fraudulent
Online shop URL:https://www.linens-chic.com; Domain length:19; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:21; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 13 03:34:51 2023 GMT; Domain registration date:2023-05-17 02:29,fraudulent
Online shop URL:https://www.bunzlaucastle.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct  7 00:01:50 2023 GMT; Domain registration date:2007-11-14 12:23,legitimate
Online shop URL:https://www.outdoorline.sk/en; Domain length:18; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Starfield Secure Certificate Authority - G2; SSL certificate expire date:Mar 19 08:05:42 2024 GMT; Domain registration date:2012-05-30 00:00,legitimate
Online shop URL:https://www.livingandcompany.com/en; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:29; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Apr  1 23:59:59 2024 GMT; Domain registration date:2013-11-12 18:10,legitimate
Online shop URL:https://www.omniteksas.lt/lt; Domain length:17; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 13 05:40:03 2023 GMT; Domain registration date:2021-08-27 00:00,legitimate
Online shop URL:https://www.analytics-shop.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Oct  6 02:30:12 2023 GMT; Domain registration date:2010-07-19 14:30,legitimate
Online shop URL:https://www.fallers.ie; Domain length:14; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:17; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 10 22:33:11 2023 GMT; Domain registration date:2000-05-30 00:00,legitimate
Online shop URL:https://www.lahve-a-sklenice.cz; Domain length:23; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):2; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Feb 24 23:59:59 2024 GMT; Domain registration date:2012-02-22 20:07,legitimate
Online shop URL:https://www.showroomprive.pt; Domain length:20; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GeoTrust EV RSA CA 2018; SSL certificate expire date:Aug 31 23:59:59 2023 GMT; Domain registration date:2012-04-06,legitimate
Online shop URL:https://hobbyshop.lt; Domain length:12; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:16; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 19 02:03:28 2023 GMT; Domain registration date:2007-02-14 00:00,legitimate
Online shop URL:https://www.deverkauffahrrad.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 12 13:12:33 2023 GMT; Domain registration date:2023-05-16 11:25,fraudulent
Online shop URL:https://www.ridestore.com; Domain length:17; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:20; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Jul 10 23:59:59 2024 GMT; Domain registration date:2005-08-03 18:21,legitimate
Online shop URL:https://www.petstop.ie; Domain length:14; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:17; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 13 04:53:24 2023 GMT; Domain registration date:1997-12-16 00:00,legitimate
Online shop URL:https://www.lovatieses.lt/lt; Domain length:17; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 10 02:54:06 2023 GMT; Domain registration date:2013-11-21 00:00,legitimate
Online shop URL:https://www.cutshopcentral.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 15 09:11:22 2023 GMT; Domain registration date:2023-05-19 05:48,fraudulent
Online shop URL:https://www.everyswimsuit.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 11 09:37:58 2023 GMT; Domain registration date:2023-05-15 07:16,fraudulent
Online shop URL:https://www.artexcellene.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 16 06:10:30 2023 GMT; Domain registration date:2022-10-17 09:49,fraudulent
Online shop URL:https://www.cdo-forum-germany.de; Domain length:24; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):2; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep  5 03:42:41 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://dopplerschirme.com/de; Domain length:18; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:24; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep  3 07:54:06 2023 GMT; Domain registration date:2001-01-02 14:38,legitimate
Online shop URL:https://www.stylishsirenshop.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 18 11:43:13 2023 GMT; Domain registration date:2023-05-22 09:04,fraudulent
Online shop URL:https://www.foodixs.com; Domain length:15; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:18; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 22 08:07:04 2023 GMT; Domain registration date:2023-05-26 07:01,fraudulent
Online shop URL:https://www.knivesolamic.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 19 09:57:49 2023 GMT; Domain registration date:2023-03-21 00:00,fraudulent
Online shop URL:https://fearlessgreatpyrenees.com; Domain length:25; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:29; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Domain Validation Secure Server CA; SSL certificate expire date:Nov 28 23:59:59 2023 GMT; Domain registration date:2022-10-27 08:07,fraudulent
Online shop URL:https://www.usepicsurfing.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 11 08:59:33 2023 GMT; Domain registration date:2023-05-15 06:16,fraudulent
Online shop URL:https://lingrid.lt; Domain length:10; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:14; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 24 03:37:11 2023 GMT; Domain registration date:2021-11-30 00:00,legitimate
Online shop URL:https://www.juta.lt; Domain length:11; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:14; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:RapidSSL Global TLS RSA4096 SHA256 2022 CA1; SSL certificate expire date:Dec 31 23:59:59 2023 GMT; Domain registration date:2000-06-07 00:00,legitimate
Online shop URL:https://www.barrypackaging.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Apr  8 23:59:59 2024 GMT; Domain registration date:2001-02-20 17:16,legitimate
Online shop URL:https://www.sterilamo.com; Domain length:17; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:20; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 24 09:29:47 2023 GMT; Domain registration date:2023-05-27 11:23,legitimate
Online shop URL:https://cleaned4you.com; Domain length:15; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:1; Number  of letters:18; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Sep  7 02:43:12 2023 GMT; Domain registration date:2009-01-25 20:06,legitimate
Online shop URL:https://www.field-baseball.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 23 00:54:40 2023 GMT; Domain registration date:2023-07-25 00:00,fraudulent
Online shop URL:https://www.ihrearztonline.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep  8 00:29:09 2023 GMT; Domain registration date:2021-02-10 14:13,fraudulent
Online shop URL:https://www.toolisspro.com; Domain length:18; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:21; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 16 01:36:00 2023 GMT; Domain registration date:2023-07-18 02:27,fraudulent
Online shop URL:https://losdetallesdetuboda.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:27; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 16 23:32:34 2023 GMT; Domain registration date:2013-06-13 12:20,legitimate
Online shop URL:https://www.coccinellefashion.com; Domain length:25; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:28; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 11 04:01:20 2023 GMT; Domain registration date:2010-06-04 15:30,legitimate
Online shop URL:https://yourselfapparel.com/en; Domain length:19; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:25; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 15 02:51:57 2023 GMT; Domain registration date:2010-05-15 00:46,legitimate
Online shop URL:https://www.avenolife.pl; Domain length:16; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:19; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Certum Domain Validation CA SHA2; SSL certificate expire date:Sep 13 10:24:51 2023 GMT; Domain registration date:2014-05-12 23:25,legitimate
Online shop URL:https://hobbycutlery.com; Domain length:16; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:20; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  2 10:37:36 2023 GMT; Domain registration date:2023-05-06 00:00,fraudulent
"Online shop URL:https://fafrinog.pt; Domain length:11; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:15; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:cPanel, Inc. Certification Authority; SSL certificate expire date:Oct  8 23:59:59 2023 GMT; Domain registration date:Hidden",legitimate
Online shop URL:https://max-steroids.com; Domain length:16; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:19; Number  of dots (.):1; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 26 22:29:07 2023 GMT; Domain registration date:2022-09-05 19:22,fraudulent
Online shop URL:https://www.fivland.com; Domain length:15; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:18; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Jun  6 23:59:59 2024 GMT; Domain registration date:2023-06-02 00:00,fraudulent
Online shop URL:https://www.masterfisch.eu/en; Domain length:18; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Domain Validation Secure Server CA; SSL certificate expire date:Feb  3 23:59:59 2024 GMT; Domain registration date:Hidden,legitimate
Online shop URL:https://www.marliesdekkers.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Domain Validation Secure Server CA; SSL certificate expire date:Jul 28 23:59:59 2024 GMT; Domain registration date:2003-04-11 18:15,legitimate
Online shop URL:https://www.carrerajeans.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Extended Validation Secure Server CA; SSL certificate expire date:Aug 27 23:59:59 2024 GMT; Domain registration date:2000-01-13 00:00,legitimate
Online shop URL:https://www.officechair-4u.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:1; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Sep  6 00:52:19 2023 GMT; Domain registration date:2011-05-06 16:25,legitimate
Online shop URL:https://www.laptop-akkus.eu; Domain length:19; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:21; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Oct 28 09:32:59 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://www.gifthobby.com; Domain length:17; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:20; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 25 07:34:54 2023 GMT; Domain registration date:2023-07-27 08:20,fraudulent
Online shop URL:https://www.rabbettesfurniture.ie; Domain length:25; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:28; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Nov 14 17:57:20 2023 GMT; Domain registration date:2016-03-16 00:00,legitimate
Online shop URL:https://www.fishingoptimal.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 17 02:47:26 2023 GMT; Domain registration date:2023-07-19 00:00,fraudulent
Online shop URL:https://www.chicloverplusize.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 17 05:49:29 2023 GMT; Domain registration date:2023-06-19 06:35,fraudulent
Online shop URL:https://e-zoo.lt; Domain length:8; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:11; Number  of dots (.):1; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Sep 29 20:10:53 2023 GMT; Domain registration date:2020-12-22 00:00,legitimate
Online shop URL:https://royal-present.com; Domain length:17; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:20; Number  of dots (.):1; Number  of hyphens (-):1; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Jun  2 23:59:59 2024 GMT; Domain registration date:2012-06-13 15:07,legitimate
Online shop URL:https://gearfreak.se; Domain length:12; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:16; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Domain Validation Secure Server CA; SSL certificate expire date:Jan 15 23:59:59 2024 GMT; Domain registration date:2021-02-03 00:00,legitimate
Online shop URL:https://euronics.ie; Domain length:11; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:15; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Nov 10 19:56:14 2023 GMT; Domain registration date:2006-08-28 00:00,legitimate
Online shop URL:https://www.arredatutto.com; Domain length:19; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:May 15 23:59:59 2024 GMT; Domain registration date:2011-04-11 00:00,legitimate
Online shop URL:https://studioriviera.de; Domain length:16; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:20; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 22 07:07:57 2023 GMT; Domain registration date:Hidden,legitimate
Online shop URL:https://www.sportstorepro.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 17 06:11:33 2023 GMT; Domain registration date:2023-07-19 06:59,fraudulent
Online shop URL:https://www.hotsalethebike.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 18 06:35:59 2023 GMT; Domain registration date:2023-07-20 00:00,fraudulent
Online shop URL:https://meryancor.com/en; Domain length:13; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:19; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct  3 21:35:01 2023 GMT; Domain registration date:2004-02-05 10:52,legitimate
Online shop URL:https://www.underweardistrict.nl/en; Domain length:24; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:29; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Feb 20 23:59:59 2024 GMT; Domain registration date:2021-02-03 00:00,legitimate
